command0,0.2708333333333333,9.604166666666666,34.0,399.0,600.0,2.0833333333333335,0.5208333333333334,12.458333333333334
command1,0.3333333333333333,7.0625,0.0,0.0,0.0,0.7083333333333334,0.0,8.104166666666666
command2,0.2708333333333333,11.166666666666666,34.0,399.0,605.0,1.8958333333333333,0.16666666666666666,13.5
command3,0.22916666666666666,6.791666666666667,0.0,0.0,0.0,0.625,0.0,7.979166666666667
command4,0.16666666666666666,10.020833333333334,34.0,400.0,606.0,2.5208333333333335,0.0625,12.833333333333334
command5,0.20833333333333334,6.6875,0.0,0.0,0.0,0.7083333333333334,0.020833333333333332,7.854166666666667
command6,0.14583333333333334,10.833333333333334,34.0,400.0,606.0,2.4166666666666665,0.0625,13.520833333333334
command7,0.22916666666666666,7.291666666666667,18.0,199.0,311.0,1.1666666666666667,0.5416666666666666,9.583333333333334
command8,0.25,10.083333333333334,34.0,400.0,606.0,2.3333333333333335,0.4791666666666667,13.375
command9,0.20833333333333334,6.875,0.0,0.0,0.0,0.75,0.0,7.9375
command10,0.22916666666666666,9.666666666666666,34.0,400.0,606.0,1.9375,0.08333333333333333,11.958333333333334
command11,0.3958333333333333,7.395833333333333,0.0,0.0,0.0,0.7708333333333334,0.0,8.5625
command12,0.20833333333333334,10.479166666666666,34.0,400.0,606.0,2.0,0.125,12.916666666666666
command13,0.22916666666666666,5.958333333333333,0.0,0.0,0.0,0.6458333333333334,0.041666666666666664,7.041666666666667
command14,0.10416666666666667,9.583333333333334,34.0,400.0,606.0,1.8541666666666667,0.041666666666666664,11.8125
command15,0.1875,6.625,18.0,186.0,285.0,1.1041666666666667,0.3958333333333333,8.395833333333334
command16,0.1875,10.229166666666666,34.0,400.0,606.0,1.8958333333333333,0.4791666666666667,13.020833333333334
command17,0.16666666666666666,6.333333333333333,0.0,0.0,0.0,0.8541666666666666,0.10416666666666667,7.5625
command18,0.14583333333333334,11.020833333333334,34.0,400.0,606.0,1.9791666666666667,0.08333333333333333,13.520833333333334
command19,0.1875,7.604166666666667,0.0,0.0,0.0,0.7708333333333334,0.020833333333333332,8.604166666666666
command20,0.125,10.104166666666666,34.0,400.0,606.0,2.2916666666666665,0.041666666666666664,12.583333333333334
command21,0.2708333333333333,7.3125,0.0,0.0,0.0,0.7083333333333334,0.0,8.4375
command22,0.125,10.666666666666666,34.0,400.0,606.0,1.9583333333333333,0.041666666666666664,13.1875
